GEMS,F850,e_F850,Re,e_Re,n,e_n,b/a,e_b/a,PA,f1,f2,RAJ2000,DEJ2000
J033235.04-280226.3,25.5,0.09,3.7,0.11,0.2,0.25,0.267,0.055,16.8,0,0,53.145986,-28.040626
J033235.12-280241.0,24.49,0.12,8.52,0.17,2.16,0.49,0.336,0.053,-1.7,1,1,53.146322,-28.044734
J033235.22-280334.6,24.76,0.13,8.59,0.14,0.2,0.3,0.487,0.065,33.5,0,0,53.146768,-28.059614
J033235.27-280100.3,22.77,0.2,41.12,0.22,1.7,0.5,0.401,0.071,59.9,1,1,53.146943,-28.016754
J033235.25-280243.9,24.72,0.12,6.48,0.14,0.67,0.29,0.786,0.064,-36.1,1,1,53.146854,-28.045533
J033235.23-280300.9,25.37,0.1,5.88,0.12,0.2,0.27,0.175,0.059,38.4,0,0,53.146777,-28.050237
J033235.24-280138.9,25.31,0.06,1.9,0.08,2.24,0.31,0.358,0.032,-89.3,1,0,53.146814,-28.027463
J033235.25-280316.9,24.43,0.23,14.15,0.27,2.74,0.72,0.527,0.061,2.2,1,0,53.146893,-28.054701
J033235.33-280209.1,23.79,0.27,20.77,0.33,8.0,0.98,0.382,0.052,55.3,0,0,53.14719,-28.035861
J033235.45-280226.0,23.62,0.15,17.61,0.17,1.02,0.33,0.698,0.071,43.3,1,1,53.1477,-28.040557
J033235.52-280133.2,24.56,0.1,5.92,0.13,1.24,0.31,0.409,0.057,-30.5,1,1,53.14798,-28.025877
J033235.57-280342.6,24.64,0.08,3.42,0.12,2.22,0.41,0.506,0.044,81.9,1,0,53.148228,-28.061843
J033235.72-280039.4,24.21,0.4,21.54,0.4,5.44,1.09,0.568,0.059,-49.1,1,0,53.148837,-28.010936
J033235.80-280240.1,22.82,0.54,128.08,0.49,5.1,1.16,0.165,0.072,71.9,1,0,53.149186,-28.044467
J033235.87-280134.9,24.35,0.01,0.6,0.07,2.14,0.31,0.092,0.001,56.4,1,0,53.149443,-28.026353
J033235.90-280237.7,25.22,0.09,2.5,0.11,1.54,0.33,0.653,0.05,37.0,1,0,53.149593,-28.043792
J033236.09-280134.5,23.96,0.01,0.3,0.12,0.2,0.55,0.181,0.001,-60.6,0,0,53.15037,-28.02626
J033236.17-280221.5,24.09,0.11,14.14,0.13,1.17,0.31,0.154,0.06,28.7,1,1,53.150714,-28.039313
J033236.10-280315.8,24.56,0.01,0.85,0.02,8.0,0.18,0.087,0.012,-69.1,0,0,53.150423,-28.054401
J033236.11-280259.8,25.2,0.12,4.06,0.18,2.9,0.61,0.551,0.046,47.9,1,0,53.150464,-28.049952
J033236.25-280231.6,24.59,0.1,6.98,0.13,0.21,0.27,0.392,0.061,3.3,1,0,53.151058,-28.042105
J033236.26-280326.5,24.99,0.19,9.52,0.26,8.0,0.88,0.27,0.043,-63.7,0,0,53.15108,-28.057375
J033236.34-280309.1,24.18,0.14,17.7,0.15,0.65,0.32,0.302,0.067,74.7,1,0,53.151435,-28.052542
J033236.46-280345.3,25.15,0.01,0.3,0.09,0.24,0.28,0.596,0.001,66.4,0,0,53.151919,-28.062595
J033236.50-280041.0,24.24,0.21,12.39,0.28,8.0,0.91,0.398,0.046,72.5,0,0,53.152065,-28.011378
J033236.51-280211.9,25.12,0.14,3.93,0.21,8.0,0.81,0.676,0.038,23.9,0,0,53.152133,-28.036652
J033236.54-280045.1,23.53,0.57,84.2,0.49,8.0,1.19,0.256,0.073,-67.5,0,0,53.152235,-28.012529
J033236.54-280151.4,23.75,0.49,36.57,0.47,3.99,1.12,0.567,0.068,-56.2,1,0,53.152253,-28.030954
J033236.64-280234.8,22.69,0.44,59.65,0.43,3.83,1.07,0.451,0.066,38.9,1,0,53.15266,-28.043002
J033236.71-280214.4,23.95,0.14,14.35,0.16,1.25,0.36,0.438,0.064,23.3,1,1,53.152952,-28.037326
J033236.67-280107.9,24.39,0.17,13.28,0.2,1.68,0.47,0.532,0.065,-81.6,1,1,53.152797,-28.01887
J033236.82-280209.2,24.39,0.12,6.73,0.16,2.04,0.46,0.51,0.053,-20.0,1,1,53.153401,-28.035892
J033236.79-280251.2,24.57,0.06,1.96,0.1,8.0,0.49,0.666,0.029,-34.2,0,0,53.153279,-28.047545
J033236.79-280034.2,24.24,0.13,13.62,0.15,0.88,0.31,0.374,0.066,-48.6,1,1,53.153303,-28.009508
J033236.97-280205.6,24.86,0.03,0.91,0.06,8.0,0.37,0.961,0.023,13.8,0,0,53.154042,-28.034884
J033237.01-280201.9,24.39,0.37,19.61,0.38,4.92,1.07,0.481,0.057,31.1,1,0,53.154222,-28.033858
J033237.10-280055.7,25.23,0.1,7.6,0.18,4.59,0.76,0.091,0.037,82.4,1,0,53.154586,-28.015484
J033237.14-280049.0,25.23,0.11,8.19,0.13,0.51,0.28,0.226,0.063,-89.1,1,0,53.154751,-28.013611
J033237.24-280043.1,24.4,0.01,0.3,0.1,0.2,0.37,0.571,0.001,-30.6,0,0,53.155166,-28.01198
J033237.26-280107.6,24.46,0.13,13.1,0.17,2.1,0.48,0.162,0.054,0.4,1,1,53.155259,-28.018787
J033237.45-280205.8,24.44,0.09,4.04,0.11,0.93,0.26,0.65,0.056,73.3,1,1,53.15606,-28.034935
J033237.49-280211.5,24.38,0.08,2.86,0.13,5.73,0.58,0.595,0.033,67.9,1,0,53.156193,-28.036531
J033237.61-280340.7,24.04,0.12,5.58,0.19,8.0,0.79,0.686,0.038,-34.8,0,0,53.156725,-28.061298
J033237.67-280149.7,24.14,0.12,15.29,0.14,0.55,0.29,0.201,0.064,-0.5,1,1,53.156947,-28.030459
J033237.66-280339.1,24.37,0.15,15.59,0.18,1.93,0.48,0.207,0.059,-60.9,1,1,53.156902,-28.060872
J033237.67-280340.6,24.79,0.14,9.42,0.15,0.91,0.31,0.517,0.067,22.8,1,0,53.156951,-28.061291
J033237.69-280219.9,24.35,0.14,14.26,0.16,0.78,0.32,0.437,0.069,73.8,1,1,53.157033,-28.03887
J033237.71-280040.3,24.95,0.13,7.15,0.15,0.2,0.31,0.731,0.066,24.8,0,0,53.157122,-28.011189
J033237.85-280139.4,23.25,0.18,20.4,0.21,2.29,0.58,0.476,0.059,-60.7,1,1,53.157712,-28.027607
J033237.79-280322.5,24.59,0.07,3.27,0.09,1.42,0.28,0.475,0.046,29.0,1,0,53.157444,-28.056249
J033237.81-280203.3,24.88,0.11,5.6,0.13,0.2,0.28,0.637,0.063,66.0,0,0,53.15755,-28.034256
J033237.87-280052.3,25.37,0.1,2.91,0.12,0.2,0.27,0.652,0.058,49.1,0,0,53.157776,-28.014523
J033237.93-280342.6,24.4,0.11,7.38,0.13,0.2,0.28,0.514,0.062,51.5,0,0,53.158058,-28.061823
J033237.96-280212.4,23.8,0.13,13.13,0.14,0.96,0.3,0.528,0.065,45.0,1,1,53.158182,-28.036779
J033237.93-280141.5,24.54,0.17,12.71,0.19,1.7,0.47,0.442,0.064,77.4,1,1,53.158045,-28.028192
J033238.06-280043.9,25.58,0.1,3.76,0.12,0.2,0.27,0.462,0.06,-69.3,0,0,53.158594,-28.012208
J033238.17-280106.5,25.05,0.09,2.61,0.15,7.73,0.66,0.577,0.035,23.5,1,0,53.159047,-28.018473
J033238.31-280156.1,23.77,0.13,17.86,0.15,0.69,0.31,0.357,0.066,84.1,1,1,53.159638,-28.032238
J033238.40-280148.1,23.02,0.11,10.0,0.15,1.89,0.43,0.687,0.054,87.5,1,1,53.160007,-28.030035
J033238.46-280115.6,24.63,0.1,4.0,0.12,0.2,0.27,0.845,0.059,-6.7,0,0,53.160243,-28.021008
J033238.45-280108.2,24.15,0.15,14.06,0.17,1.28,0.37,0.476,0.066,84.3,1,1,53.160217,-28.018934
J033238.45-280223.0,24.77,0.12,9.81,0.17,2.71,0.57,0.133,0.047,67.5,1,0,53.160199,-28.039731
J033238.53-280114.3,22.76,0.14,26.62,0.15,0.52,0.31,0.44,0.067,-72.1,1,1,53.160525,-28.020632
J033238.64-280131.5,24.05,0.14,13.9,0.15,0.99,0.31,0.518,0.067,86.9,1,1,53.160994,-28.02541
J033238.75-280048.2,24.51,0.17,10.74,0.23,3.35,0.75,0.324,0.047,31.3,1,0,53.161475,-28.013384
J033238.79-280344.1,25.12,0.11,8.33,0.13,0.57,0.28,0.251,0.063,30.2,1,0,53.161613,-28.062262
J033239.09-280057.9,24.46,0.07,2.89,0.09,0.75,0.23,0.722,0.049,55.7,1,1,53.162862,-28.016081
J033239.11-280040.9,24.37,0.13,5.57,0.2,3.56,0.73,0.649,0.041,-53.8,1,1,53.162941,-28.011352
J033239.07-280258.7,25.67,0.1,1.9,0.14,2.54,0.52,0.973,0.047,54.6,1,0,53.162774,-28.049649
J033239.30-280335.6,23.49,0.14,14.67,0.15,0.28,0.32,0.856,0.068,-21.5,1,1,53.163759,-28.05988
J033239.23-280218.4,24.51,0.21,15.85,0.28,4.07,0.91,0.195,0.046,-74.8,1,0,53.16347,-28.038453
J033239.24-280217.5,24.92,0.14,5.58,0.18,2.22,0.52,0.747,0.054,-35.1,1,0,53.163516,-28.038191
J033239.33-280052.3,24.67,0.14,9.25,0.21,4.66,0.81,0.183,0.038,-29.4,1,0,53.163884,-28.014519
J033239.37-280046.3,24.32,0.08,3.9,0.11,2.06,0.37,0.442,0.043,-49.3,1,1,53.164037,-28.012874
J033239.48-280126.4,24.29,0.24,16.23,0.31,8.0,0.95,0.321,0.05,-37.5,0,0,53.164502,-28.024
J033239.57-280309.4,24.09,0.15,42.53,0.17,0.2,0.33,0.091,0.073,33.4,0,0,53.164886,-28.052611
J033239.59-280209.0,25.19,0.01,0.3,0.09,0.2,0.29,0.527,0.001,-32.6,0,0,53.164948,-28.035827
J033239.64-280243.3,25.7,0.11,3.63,0.14,0.2,0.29,0.826,0.063,-0.1,0,0,53.165171,-28.045349
J033239.70-280324.2,24.36,0.1,7.94,0.13,0.78,0.28,0.396,0.061,-1.7,1,1,53.165415,-28.056724
J033239.74-280119.7,24.74,0.02,3.01,0.07,1.12,0.1,0.043,0.012,-59.6,1,0,53.165573,-28.02213
J033239.83-280207.4,24.36,0.12,8.17,0.14,0.75,0.3,0.746,0.065,1.8,1,1,53.165955,-28.035401
J033239.84-280118.9,23.84,0.2,17.88,0.25,2.82,0.7,0.4,0.057,-57.6,1,1,53.165987,-28.021907
J033239.83-280215.6,23.6,0.2,15.29,0.27,8.0,0.89,0.416,0.044,-61.3,0,0,53.165967,-28.037665
J033239.95-280308.8,24.84,0.01,1.5,0.08,0.23,0.18,0.074,0.001,-63.9,1,0,53.166453,-28.05244
J033239.99-280211.0,23.68,0.53,55.47,0.49,8.0,1.15,0.359,0.071,-52.3,0,0,53.166644,-28.036385
J033240.04-280245.2,25.04,0.11,6.51,0.13,0.51,0.28,0.431,0.063,-84.8,1,1,53.166847,-28.045888
J033240.25-280252.6,24.27,0.12,4.65,0.2,4.26,0.8,0.837,0.038,5.8,1,0,53.167693,-28.047952
J033240.46-280326.2,23.71,0.11,18.27,0.13,0.77,0.28,0.195,0.063,0.8,1,1,53.168597,-28.057283
J033240.41-280138.9,25.06,0.11,6.35,0.13,0.2,0.28,0.401,0.062,65.4,0,0,53.168379,-28.027472
J033240.47-280134.1,25.22,0.08,3.38,0.14,4.94,0.61,0.229,0.034,-33.8,1,0,53.168631,-28.026134
J033240.61-280216.5,25.08,0.13,5.6,0.18,2.88,0.61,0.383,0.047,-4.1,1,0,53.169214,-28.037905
J033240.65-280103.9,24.13,0.42,31.31,0.41,4.41,1.1,0.342,0.061,31.8,1,0,53.169378,-28.017747
J033240.69-280230.8,24.94,0.1,5.52,0.12,0.2,0.27,0.389,0.06,-17.9,0,0,53.169537,-28.041888
J033240.77-280313.2,23.26,0.26,26.49,0.28,2.63,0.72,0.608,0.064,-82.7,1,1,53.169873,-28.053659
J033240.82-280339.6,25.56,0.1,2.54,0.12,0.2,0.27,0.724,0.058,-66.0,0,0,53.170079,-28.061009
J033240.90-280311.3,25.3,0.11,5.95,0.13,0.89,0.28,0.344,0.062,39.6,1,0,53.170409,-28.053127
J033240.93-280300.4,24.74,0.08,3.81,0.1,1.88,0.35,0.315,0.044,-51.0,1,0,53.170522,-28.050101
J033240.96-280338.8,25.03,0.08,3.18,0.1,0.86,0.24,0.423,0.051,62.9,1,0,53.170669,-28.060786
J033241.13-280304.1,25.08,0.1,7.49,0.12,0.26,0.27,0.193,0.06,-68.4,1,0,53.171386,-28.051153
J033241.14-280032.8,25.29,0.1,3.37,0.13,1.82,0.4,0.461,0.052,87.4,1,0,53.171416,-28.009119
J033241.22-280223.4,23.28,0.43,56.92,0.42,4.48,1.1,0.234,0.062,-25.7,1,0,53.171766,-28.039836
J033241.22-280201.8,25.2,0.09,2.69,0.11,0.2,0.25,0.671,0.055,-47.3,0,0,53.171734,-28.033819
J033241.36-280047.0,23.18,0.17,25.55,0.19,1.18,0.38,0.72,0.074,57.8,1,1,53.172342,-28.013052
J033241.39-280203.8,25.48,0.1,2.75,0.12,0.2,0.27,0.657,0.058,44.0,0,0,53.172468,-28.034387
J033241.47-280155.1,24.52,0.1,4.96,0.12,0.82,0.27,0.54,0.059,23.4,1,1,53.172803,-28.03198
J033241.50-280158.8,23.96,0.13,16.51,0.14,0.58,0.3,0.289,0.065,32.0,1,1,53.172908,-28.033014
J033241.45-280114.3,22.86,0.76,244.77,0.52,7.89,1.38,0.33,0.084,-77.3,1,0,53.172694,-28.020626
J033241.48-280312.9,24.86,0.1,5.13,0.12,0.75,0.27,0.334,0.058,-51.2,1,0,53.172821,-28.053574
J033241.46-280239.6,24.48,0.19,10.56,0.24,2.68,0.67,0.598,0.057,-64.2,1,0,53.172756,-28.044326
J033241.57-280226.4,24.16,0.13,11.0,0.16,1.56,0.4,0.429,0.06,33.7,1,1,53.173203,-28.04068
J033241.55-280233.3,23.18,0.15,21.85,0.16,0.75,0.32,0.665,0.071,-34.1,1,0,53.173135,-28.04258
J033241.63-280322.8,25.12,0.12,7.33,0.14,0.2,0.29,0.373,0.064,12.2,0,0,53.173444,-28.056325
J033241.75-280244.0,24.18,0.12,14.18,0.14,0.27,0.29,0.255,0.064,25.1,1,1,53.173959,-28.045568
J033241.69-280222.7,24.33,0.14,10.22,0.21,4.12,0.81,0.213,0.038,-26.5,1,0,53.173711,-28.039646
J033241.73-280204.5,24.54,0.1,3.55,0.14,2.5,0.51,0.759,0.046,-13.0,1,1,53.17388,-28.034573
J033241.73-280116.6,24.0,0.47,34.03,0.45,5.72,1.12,0.46,0.066,-25.2,1,0,53.173885,-28.021278
J033241.85-280319.7,23.55,0.19,27.45,0.22,2.37,0.61,0.216,0.059,-60.9,1,1,53.174364,-28.055477
J033241.81-280309.4,24.04,0.14,9.19,0.19,2.47,0.56,0.542,0.052,-73.2,1,1,53.174204,-28.0526
J033241.92-280251.3,24.59,0.01,0.3,0.11,1.08,0.46,0.201,0.001,82.5,0,0,53.174657,-28.047591
J033241.95-280155.5,24.11,0.18,11.74,0.22,2.62,0.63,0.524,0.055,9.9,1,1,53.174803,-28.032085
J033241.95-280146.7,24.9,0.13,4.02,0.2,5.44,0.8,0.646,0.038,-20.5,1,0,53.174782,-28.029638
J033242.03-280127.0,25.63,0.09,2.56,0.11,0.84,0.26,0.592,0.057,68.2,1,0,53.175135,-28.024169
J033242.08-280245.6,23.58,0.45,44.95,0.44,3.39,0.98,0.512,0.073,35.5,1,0,53.17535,-28.04599
J033242.11-280245.8,25.0,0.24,13.33,0.31,7.51,0.96,0.248,0.05,-7.5,1,0,53.175473,-28.046063
J033242.10-280317.8,23.47,0.61,87.68,0.5,8.0,1.23,0.364,0.076,71.1,0,0,53.175435,-28.054932
J033242.18-280139.3,25.0,0.01,0.33,0.09,0.25,0.31,0.425,0.001,-3.1,1,0,53.175765,-28.027595
J033242.23-280116.3,22.81,0.58,109.0,0.49,4.61,1.2,0.328,0.074,4.0,1,0,53.175951,-28.021188
J033242.28-280307.1,24.81,0.11,6.98,0.13,0.32,0.28,0.406,0.062,-88.7,1,0,53.176151,-28.051959
J033242.32-280133.0,24.36,0.01,0.3,0.01,6.16,0.01,0.067,0.011,13.7,0,0,53.176318,-28.02582
J033242.31-280245.0,25.14,0.03,2.37,0.06,2.57,0.21,0.072,0.019,63.5,1,0,53.176297,-28.045845
J033242.36-280109.2,25.14,0.12,5.72,0.16,2.02,0.46,0.405,0.054,5.2,1,0,53.176515,-28.019225
J033242.39-280134.0,25.04,0.01,0.3,0.03,3.31,0.17,0.075,0.001,-38.0,0,0,53.176612,-28.026119
J033242.41-280224.8,24.7,0.09,3.62,0.13,1.99,0.41,0.552,0.048,2.7,1,0,53.176694,-28.040213
J033242.38-280323.2,24.62,0.01,0.3,0.12,0.29,0.51,0.137,0.001,-42.0,0,0,53.176584,-28.056435
J033242.49-280110.6,23.27,0.2,23.33,0.23,1.65,0.5,0.899,0.072,22.1,1,0,53.177023,-28.019604
J033242.48-280047.5,25.68,0.1,2.38,0.12,0.2,0.27,0.77,0.058,-28.9,0,0,53.17698,-28.013185
J033242.51-280110.3,24.4,0.32,17.85,0.35,4.88,1.02,0.39,0.054,41.0,1,0,53.17714,-28.019539
J033242.56-280113.4,20.78,0.18,500.0,0.21,0.35,0.35,0.027,0.08,67.3,0,0,53.177336,-28.020387
J033242.55-280104.3,24.32,0.08,3.29,0.12,2.58,0.44,0.632,0.041,48.3,1,1,53.177307,-28.017861
J033242.61-280333.7,24.77,0.09,6.72,0.11,0.2,0.26,0.186,0.057,3.1,0,0,53.177553,-28.05935
J033242.57-280241.9,24.9,0.18,8.52,0.22,2.72,0.65,0.473,0.054,-18.4,1,0,53.177366,-28.04498
J033242.62-280333.3,24.24,0.12,10.11,0.15,1.38,0.36,0.4,0.06,-21.9,1,1,53.177587,-28.059245
J033242.67-280037.7,24.49,0.14,13.69,0.16,1.32,0.37,0.28,0.064,-13.7,1,1,53.177784,-28.010483
J033242.64-280324.0,24.93,0.07,4.13,0.09,1.3,0.26,0.194,0.045,5.8,1,0,53.17766,-28.056671
J033242.73-280039.2,24.52,0.11,8.31,0.13,0.64,0.28,0.412,0.063,-87.7,1,1,53.178034,-28.010896
J033242.75-280246.0,25.41,0.11,5.36,0.13,0.2,0.28,0.379,0.062,-34.2,0,0,53.17814,-28.046115
J033242.78-280045.0,25.11,0.04,2.62,0.06,0.35,0.12,0.111,0.023,29.2,1,0,53.178258,-28.012496
J033242.78-280337.4,25.19,0.1,4.24,0.12,0.63,0.27,0.408,0.059,37.9,1,0,53.178256,-28.0604
J033242.86-280258.2,24.8,0.1,4.37,0.12,0.23,0.27,0.55,0.059,30.1,1,0,53.178588,-28.049497
J033242.86-280155.9,24.69,0.01,0.3,0.07,2.48,0.31,0.07,0.001,74.1,1,0,53.178565,-28.032206
J033242.85-280326.4,24.12,0.14,13.21,0.16,1.01,0.32,0.629,0.068,27.4,1,1,53.178556,-28.057343
J033242.87-280218.7,24.63,0.13,9.25,0.14,0.2,0.3,0.505,0.065,15.0,0,0,53.178634,-28.038527
J033243.14-280131.0,24.07,0.14,19.3,0.15,0.48,0.32,0.282,0.067,-38.7,1,1,53.179755,-28.025289
J033243.14-280123.2,23.95,0.15,17.52,0.17,1.38,0.39,0.343,0.065,43.9,1,1,53.179735,-28.023102
J033243.16-280216.9,24.4,0.12,16.96,0.14,0.2,0.29,0.13,0.064,-81.5,0,0,53.179815,-28.038023
J033243.22-280331.2,23.84,0.1,8.91,0.17,8.0,0.73,0.206,0.037,60.1,0,0,53.180084,-28.058662
J033243.24-280126.8,24.01,0.18,21.02,0.23,2.54,0.63,0.216,0.057,-86.6,1,0,53.180168,-28.024122
J033243.23-280151.2,25.37,0.02,1.71,0.05,3.51,0.27,0.053,0.016,45.3,1,0,53.180144,-28.030896
J033243.34-280159.9,22.28,0.66,194.14,0.5,6.6,1.28,0.353,0.078,-34.1,1,0,53.180571,-28.033315
J033243.30-280340.3,24.28,0.01,0.3,0.1,0.2,0.36,0.668,0.001,-88.6,0,0,53.180424,-28.061188
J033243.34-280153.6,24.69,0.1,5.93,0.13,0.2,0.28,0.527,0.061,-85.0,0,0,53.180583,-28.031557
J033243.49-280307.4,24.57,0.06,2.39,0.07,0.62,0.2,0.631,0.042,46.4,1,0,53.181227,-28.052056
J033243.49-280252.9,24.69,0.16,8.34,0.23,5.07,0.83,0.312,0.039,-68.7,1,0,53.181189,-28.048017
J033243.54-280302.1,24.08,0.26,16.32,0.28,2.47,0.7,0.875,0.067,46.1,1,0,53.181424,-28.050588
J033243.61-280151.0,24.24,0.12,12.49,0.14,0.44,0.29,0.277,0.064,67.1,1,1,53.181692,-28.030825
J033243.67-280127.7,24.51,0.08,4.22,0.1,0.73,0.24,0.418,0.052,17.6,1,1,53.181963,-28.024349
J033243.64-280153.8,24.54,0.11,5.85,0.14,1.57,0.37,0.524,0.056,-83.4,1,1,53.18185,-28.031613
J033243.70-280256.3,24.66,0.11,8.09,0.13,0.31,0.28,0.41,0.063,83.1,1,0,53.182072,-28.04898
J033243.72-280053.5,24.01,0.35,18.45,0.37,8.0,1.05,0.661,0.056,-85.5,0,0,53.182183,-28.014861
J033243.75-280211.7,24.01,0.12,11.76,0.14,1.05,0.3,0.449,0.064,-35.7,1,1,53.182306,-28.036573
J033243.81-280121.1,24.66,0.17,6.36,0.24,4.52,0.84,0.624,0.039,7.8,1,0,53.182551,-28.022521
J033243.84-280048.4,24.51,0.09,6.75,0.14,3.56,0.6,0.14,0.037,-38.9,1,0,53.18268,-28.013436
J033243.92-280238.7,23.14,0.14,21.42,0.16,1.03,0.32,0.587,0.068,-66.4,1,1,53.182989,-28.044081
J033243.87-280030.5,23.77,0.01,0.3,0.01,3.81,0.01,0.004,0.004,-8.9,0,0,53.182782,-28.008485
J033243.91-280222.5,24.52,0.1,4.89,0.12,0.93,0.27,0.638,0.059,28.6,1,1,53.182978,-28.039575
J033244.03-280058.1,24.08,0.12,11.62,0.14,0.26,0.29,0.402,0.064,73.3,1,1,53.183463,-28.016129
J033244.00-280145.1,25.1,0.09,6.53,0.11,0.22,0.25,0.119,0.054,62.8,1,0,53.183315,-28.029195
J033244.01-280219.1,24.76,0.05,5.26,0.06,0.22,0.16,0.06,0.03,-72.6,1,0,53.183392,-28.038643
J033244.01-280322.1,25.1,0.15,8.49,0.17,1.57,0.42,0.453,0.063,-1.9,1,0,53.183377,-28.056136
J033244.16-280300.2,25.2,0.13,6.62,0.14,0.2,0.3,0.586,0.065,-12.2,0,0,53.183988,-28.050065
J033244.20-280129.5,24.64,0.06,5.25,0.07,0.36,0.2,0.117,0.041,66.4,1,0,53.184174,-28.02486
J033244.81-280338.0,23.72,0.15,18.79,0.16,1.2,0.36,0.392,0.066,-64.6,1,1,53.186724,-28.060561
J033244.78-280224.8,24.07,0.14,12.96,0.15,0.78,0.31,0.601,0.067,-63.5,1,1,53.186575,-28.040216
J033244.52-280210.7,24.96,0.1,3.47,0.12,0.92,0.27,0.745,0.059,-9.2,1,0,53.18551,-28.036295
J033244.57-280127.3,24.33,0.1,4.6,0.13,1.47,0.35,0.659,0.055,-62.9,1,1,53.185703,-28.024259
J033244.40-280053.4,24.3,0.24,11.87,0.31,4.4,0.96,0.594,0.05,16.3,1,0,53.185008,-28.014826
J033244.47-280159.1,23.76,0.24,15.58,0.31,8.0,0.96,0.573,0.05,-71.6,0,0,53.185286,-28.033079
J033245.23-280200.6,24.97,0.14,10.37,0.15,1.19,0.34,0.322,0.065,10.7,1,0,53.188461,-28.033512
J033244.40-280118.2,24.79,0.07,5.04,0.13,8.0,0.57,0.129,0.033,36.1,0,0,53.18501,-28.021715
J033244.50-280214.7,25.23,0.1,5.0,0.12,1.17,0.3,0.232,0.056,-81.4,1,0,53.185416,-28.037417
J033245.38-280202.2,22.89,0.2,37.17,0.22,1.4,0.44,0.591,0.076,82.9,1,0,53.189078,-28.033945
